artistId,artistName,trackId,trackName,artistPopularity,trackPopularity,trackExplicitness,contentAdvisoryRating,trackNumber,trackTimeMillis,trackPrice,isStreamable,previewUrl,collectionId,collectionName,collectionCensoredName,trackCount,discNumber,discCount,collectionPrice,primaryGenreName,releaseDate,currency,kind
46087,Erick Sermon,298321904,Music,53.0,,explicit,Explicit,4,223133,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/64/61/b5/6461b58b-c65e-a48b-30fe-1c732242772d/mzaf_8096933756363508880.plus.aac.p.m4a,298321651,Music,Music,16,1,1,9.99,Hip-Hop/Rap,2001-08-27T12:00:00Z,USD,song
20044,Madonna,80815173,Music,81.0,,notExplicit,,1,225973,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/f7/3a/72/f73a728e-5e89-8c8d-69f2-578e6e2d1819/mzaf_6039980339395716833.plus.aac.p.m4a,80815197,Music,Music,10,1,1,9.99,Pop,2000-08-21T07:00:00Z,USD,song
486597,Journey,169003415,Don't Stop Believin' (2024 Remaster),76.0,84.0,notExplicit,,2,250835,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/5c/72/97/5c72974f-6022-f760-ad82-35964fb636b5/mzaf_12752096049347330756.plus.aac.p.m4a,169003304,Greatest Hits (2024 Remaster),Greatest Hits (2024 Remaster),16,1,1,10.99,Rock,1981-06-03T07:00:00Z,USD,song
156987,Jason Mraz,277635828,I'm Yours,73.0,81.0,notExplicit,,2,242947,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/31/eb/0d/31eb0dab-85d5-84db-009c-14b17db984de/mzaf_2277093686109849165.plus.aac.p.m4a,277635758,We Sing. We Dance. We Steal Things,We Sing. We Dance. We Steal Things,12,1,1,11.99,Pop,2008-02-12T08:00:00Z,USD,song
46087,Erick Sermon,298429596,Music,53.0,,cleaned,Clean,4,223133,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/b7/b1/b3/b7b1b383-221a-e4e1-1b4a-14a6d1f919a5/mzaf_12396333354455774624.plus.aac.p.m4a,298429528,Music,Music,16,1,1,9.99,Hip-Hop/Rap,2001-05-29T07:00:00Z,USD,song
20044,Madonna,329064769,Music,81.0,,notExplicit,,59,286687,1.99,,https://video-ssl.itunes.apple.com/itunes-assets/Video126/v4/a9/9b/a6/a99ba6fe-b6ff-7d40-3cd1-a94a4a074448/mzvf_13528336415660615384.640x480.h264lc.U.p.m4v,329064696,Celebration (Deluxe Video Edition),Celebration (Deluxe Video Edition),68,1,1,34.99,Pop,2009-09-29T07:00:00Z,USD,music-video
889327,Shakira,155658510,Hips Don't Lie (feat. Wyclef Jean),88.0,87.0,notExplicit,,3,218093,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/56/0e/48/560e48c8-6200-fe59-4cdb-dff99af51e82/mzaf_14836774711422153362.plus.aac.p.m4a,155658405,"Oral Fixation, Vol. 2 (Expanded Edition)","Oral Fixation, Vol. 2 (Expanded Edition)",13,1,1,9.99,Pop,2006-02-28T08:00:00Z,USD,song
4488522,P!nk,545398139,Just Give Me a Reason (feat. Nate Ruess),80.0,83.0,notExplicit,,4,242721,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/57/38/52/573852b0-6b53-4b2e-f8d1-857ec7f60632/mzaf_6157346851900450639.plus.aac.p.m4a,545398133,The Truth About Love,The Truth About Love,15,1,1,10.99,Pop,2012-09-14T07:00:00Z,USD,song
138226712,Fun.,486040194,Some Nights,,,explicit,Explicit,2,277040,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/d0/94/0d/d0940d6e-7b4d-ffca-b62c-ae00af05f61c/mzaf_4309929167912355763.plus.aac.p.m4a,486040153,Some Nights,Some Nights,11,1,1,9.99,Alternative,2012-02-21T08:00:00Z,USD,song
20044,Madonna,329043268,Music,81.0,,notExplicit,,2,225813,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/0f/3c/e4/0f3ce4ed-7b48-7a9c-5252-e19401ba7993/mzaf_12314112352993709534.plus.aac.p.m4a,329043011,Celebration (Deluxe Version) [Bonus Track],Celebration (Deluxe Version),37,1,1,19.99,Pop,2000-08-21T07:00:00Z,USD,song
414023649,Foster the People,435761212,Pumped Up Kicks,,,notExplicit,,2,239840,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/dd/a9/80/dda980a0-3b62-f7b7-9588-11b929a30b3c/mzaf_4007504837203131685.plus.aac.p.m4a,435761204,Torches,Torches,11,1,1,9.99,Alternative,2010-09-14T07:00:00Z,USD,song
543948286,"Macklemore & Ryan Lewis, Macklemore & Ryan Lewis",560097694,Can't Hold Us (feat. Ray Dalton),,,notExplicit,,2,258432,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/00/d2/c0/00d2c0db-741a-1299-014c-89a1061d1265/mzaf_658618461196145362.plus.aac.p.m4a,560097651,The Heist (Deluxe Edition),The Heist (Deluxe Edition),18,1,1,11.99,Hip-Hop/Rap,2011-08-16T07:00:00Z,USD,song
14400049,Mark Ronson,938032045,Uptown Funk (feat. Bruno Mars),76.0,84.0,explicit,Explicit,1,270634,,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/55/80/d6/5580d6ff-01a5-2501-c889-46213b6a8187/mzaf_15634744809860343801.plus.aac.p.m4a,938032038,Uptown Funk (feat. Bruno Mars) - Single,Uptown Funk (feat. Bruno Mars) - Single,1,1,1,,Pop,2014-11-10T08:00:00Z,USD,song
371362363,AWOLNATION,422478211,Sail,62.0,74.0,notExplicit,,10,259093,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/1c/7f/ee/1c7feea1-482a-784d-630e-4fcf1a1d4ee9/mzaf_3978460830346050475.plus.aac.p.m4a,422478077,Megalithic Symphony,Megalithic Symphony,15,1,1,7.99,Alternative,2011-01-04T08:00:00Z,USD,song
278873078,Bruno Mars,573962555,When I Was Your Man,92.0,87.0,notExplicit,,6,213827,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/82/d2/9a/82d29a5f-d9a0-57f4-c0ec-f785969240c3/mzaf_5320660780349800682.plus.aac.p.m4a,573962245,Unorthodox Jukebox,Unorthodox Jukebox,10,1,1,10.99,Pop,2012-12-07T08:00:00Z,USD,song
183313439,Ed Sheeran,858517200,Thinking Out Loud,91.0,83.0,notExplicit,,11,281560,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/2f/e3/e1/2fe3e1b7-fa23-7df1-dba1-5b2d2be255f8/mzaf_14267287990353675224.plus.aac.p.m4a,858512800,x (Deluxe Edition),x (Deluxe Edition),16,1,1,12.99,Pop,2014-06-20T07:00:00Z,USD,song
382270241,Kelsea Ballerini,1268028800,Music,71.0,,notExplicit,,11,203360,1.29,False,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/46/a6/b5/46a6b50a-f00f-eae6-4b23-244d21706195/mzaf_8037605228292056058.plus.aac.p.m4a,1268028559,Unapologetically,Unapologetically,11,1,1,7.99,Country,2017-11-03T12:00:00Z,USD,song
396754057,One Direction,482734113,What Makes You Beautiful,85.0,84.0,notExplicit,,1,199133,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/bd/84/31/bd843169-11f8-adc6-7da1-0e744dc889f2/mzaf_9976382207184264032.plus.aac.p.m4a,482734112,Up All Night (Deluxe Version),Up All Night (Deluxe Version),15,1,1,12.99,Pop,2011-09-11T07:00:00Z,USD,song
378346343,Christina Perri,467980724,A Thousand Years,75.0,84.0,notExplicit,,6,285120,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/a6/40/cf/a640cf5a-88f2-31ce-9293-01fdc91507d7/mzaf_7926314707202104323.plus.aac.p.m4a,467980710,"The Twilight Saga: Breaking Dawn, Pt. 1 (Original Motion Picture Soundtrack) [Deluxe Version]","The Twilight Saga: Breaking Dawn, Pt. 1 (Original Motion Picture Soundtrack) [Deluxe Version]",18,1,1,14.99,Soundtrack,2011-10-18T07:00:00Z,USD,song
316265,Kelly Clarkson,464532969,Stronger (What Doesn't Kill You),86.0,73.0,notExplicit,,2,221947,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/0b/22/f3/0b22f35a-895d-990d-0875-aa6cc62db2fa/mzaf_797003537450957072.plus.aac.p.m4a,464532842,Stronger (Deluxe Version),Stronger (Deluxe Version),18,1,1,12.99,Pop,2011-10-21T07:00:00Z,USD,song
316265,Kelly Clarkson,464532969,Stronger (What Doesn't Kill You),86.0,73.0,notExplicit,,2,221947,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/0b/22/f3/0b22f35a-895d-990d-0875-aa6cc62db2fa/mzaf_797003537450957072.plus.aac.p.m4a,464532842,Stronger (Deluxe Version),Stronger (Deluxe Version),18,1,1,12.99,Pop,2011-10-21T07:00:00Z,USD,song
278873078,Bruno Mars,573962551,Locked Out of Heaven,92.0,88.0,notExplicit,,2,233478,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/f4/37/44/f4374481-e6e8-54d1-32ad-893ec2f4d495/mzaf_3915415747653767603.plus.aac.p.m4a,573962245,Unorthodox Jukebox,Unorthodox Jukebox,10,1,1,10.99,Pop,2012-10-01T07:00:00Z,USD,song
5280361,Nickelback,214403648,Rockstar,80.0,,notExplicit,,11,255435,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d2/ba/1f/d2ba1f41-c3be-a8ff-31cc-383d59d717ca/mzaf_12630326937341468484.plus.aac.p.m4a,214403406,All the Right Reasons,All the Right Reasons,11,1,1,9.99,Rock,2005-09-26T07:00:00Z,USD,song
342260741,Hozier,900672609,Take Me to Church,84.0,83.0,notExplicit,,1,241688,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/68/30/8b/68308b2f-e7e3-6e86-7897-b59c4097e87d/mzaf_6740432925401067877.plus.aac.p.m4a,900672435,Hozier (Bonus Track Version),Hozier (Bonus Track Version),15,1,1,11.99,Alternative,2013-09-13T07:00:00Z,USD,song
201714418,Wiz Khalifa,966411602,See You Again (feat. Charlie Puth),83.0,83.0,notExplicit,,7,229526,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/d8/df/0b/d8df0bf5-c518-8e10-3bcb-48ece88a44cb/mzaf_13316068365351643337.plus.aac.p.m4a,966411595,Furious 7 (Original Motion Picture Soundtrack),Furious 7 (Original Motion Picture Soundtrack),16,1,1,10.99,Hip-Hop/Rap,2015-03-10T07:00:00Z,USD,song
125742557,DJ Snake & Lil Jon,786489670,Turn Down for What,,,notExplicit,,1,213733,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/45/7e/71/457e7160-a799-20b6-a5a6-71bf292ae5b1/mzaf_2090080094698921593.plus.aac.p.m4a,786489553,Turn Down for What - Single,Turn Down for What - Single,1,1,1,1.29,Dance,2013-12-18T08:00:00Z,USD,song
326644025,Iyaz,326644034,Replay,68.0,81.0,notExplicit,,1,182307,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/55/fa/8d/55fa8dbd-fb80-a45d-7c57-b4b1af6aaac3/mzaf_6292792426884715817.plus.aac.p.m4a,326644019,Replay - Single,Replay - Single,1,1,1,1.29,Pop,2009-07-07T07:00:00Z,USD,song
64398046,Sara Bareilles,258604737,Love Song,65.0,71.0,notExplicit,,1,258484,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/e7/ba/51/e7ba51e4-11ae-da4b-5ee3-e2550c14dd3c/mzaf_14379985924893258217.plus.aac.p.m4a,258604731,Little Voice,Little Voice,12,1,1,9.99,Singer/Songwriter,2007-06-16T07:00:00Z,USD,song
208651273,Leona Lewis,266450376,Bleeding Love,73.0,78.0,notExplicit,,1,262293,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/53/cf/0e/53cf0e7d-3332-7c5a-f534-d55dca3dfc02/mzaf_10515165820178304282.plus.aac.p.m4a,266450354,Bleeding Love - Single,Bleeding Love - Single,1,1,1,1.29,Pop,2007-10-19T07:00:00Z,USD,song
3477512,Leela James,68363664,Music,50.0,45.0,notExplicit,,2,243547,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/0e/e4/fe/0ee4fe89-a397-9e84-1f5c-198ade8d982b/mzaf_1174444712508004072.plus.aac.p.m4a,68365168,A Change Is Gonna Come,A Change Is Gonna Come,19,1,1,9.99,R&B/Soul,2005-06-21T07:00:00Z,USD,song
27044968,Pitbull,737053283,Timber (feat. Ke$ha),86.0,,notExplicit,,13,204134,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/46/6b/2f/466b2f63-3a45-9e27-f1df-438a85675ed8/mzaf_10594230853699116567.plus.aac.p.m4a,737053237,Global Warming: Meltdown (Deluxe Version),Global Warming: Meltdown (Deluxe Version),17,1,1,9.99,Pop,2012-11-16T08:00:00Z,USD,song
5468295,"Daft Punk, Pharrell Williams & Nile Rodgers",617154366,Get Lucky,,,notExplicit,,8,369629,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/d4/d3/1e/d4d31eb4-7405-b806-8346-3c52ad5b4cf4/mzaf_8095545455942962509.plus.aac.p.m4a,617154241,Random Access Memories,Random Access Memories,13,1,1,11.99,Pop,2013-04-19T07:00:00Z,USD,song
569333045,A Great Big World & Christina Aguilera,735301567,Say Something,,,notExplicit,,13,229404,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/8f/5a/12/8f5a1264-ae49-e7e4-e3d7-7831e59c4b83/mzaf_5239120977186816345.plus.aac.p.m4a,735301547,Is There Anybody Out There?,Is There Anybody Out There?,12,1,1,9.99,Pop,2013-11-04T08:00:00Z,USD,song
17416,Brandy,564939910,Music,69.0,,notExplicit,,15,259453,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/8d/d3/38/8dd33814-1aef-d6dc-c10f-73409a81b8bd/mzaf_12296088560207050002.plus.aac.p.m4a,564939499,Two Eleven (Deluxe Version),Two Eleven (Deluxe Version),17,1,1,11.99,R&B/Soul,2012-10-12T12:00:00Z,USD,song
396754057,One Direction,695318302,Story of My Life,85.0,84.0,notExplicit,,2,245493,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/89/08/e6/8908e614-a313-0f73-f980-3bec6b0665b9/mzaf_2874864421229375558.plus.aac.p.m4a,695318295,Midnight Memories (Deluxe Edition),Midnight Memories (Deluxe Edition),18,1,2,14.99,Pop,2013-10-28T07:00:00Z,USD,song
349736311,twenty one pilots,974485474,Stressed Out,,,notExplicit,,2,202335,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/87/71/22/877122e4-7315-6862-c124-c8c73134eeb9/mzaf_16612006750861002350.plus.aac.p.m4a,974485462,Blurryface,Blurryface,14,1,1,9.99,Alternative,2015-04-28T07:00:00Z,USD,song
156987,Jason Mraz,509536631,I Won't Give Up,73.0,71.0,notExplicit,,4,240166,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/79/b8/2e/79b82eb8-0a8e-9bb3-24d4-1ec658506569/mzaf_10063436847746741783.plus.aac.p.m4a,509536557,Love Is a Four Letter Word (Deluxe Version),Love Is a Four Letter Word (Deluxe Version),18,1,1,14.99,Pop,2012-01-03T08:00:00Z,USD,song
129039724,Gnarls Barkley,152471393,Crazy,68.0,81.0,notExplicit,,2,182066,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/79/b3/22/79b32271-94ba-c354-f6ae-6d39e3d47916/mzaf_17268550261207796858.plus.aac.p.m4a,152471339,St. Elsewhere,St. Elsewhere,16,1,1,9.99,Alternative,2006-03-13T08:00:00Z,USD,song
4218340,Israel Kamakawiwo'ole,6920394,Somewhere Over the Rainbow,63.0,,notExplicit,,10,210907,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/a7/ee/f5/a7eef5c8-1b6d-074d-89f5-0a24950f7957/mzaf_11024812367678016460.plus.aac.p.m4a,6920402,Alone in IZ World,Alone in IZ World,13,1,1,11.99,Worldwide,1990-11-23T08:00:00Z,USD,song
4488522,P!nk,545398138,Try,80.0,81.0,notExplicit,,3,247912,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ae/14/b0/ae14b080-d63c-79c1-2e17-e5bf4254aa5d/mzaf_2329534176679110189.plus.aac.p.m4a,545398133,The Truth About Love,The Truth About Love,15,1,1,10.99,Pop,2012-09-06T07:00:00Z,USD,song
25451036,Daniel Powter,63816165,Bad Day,60.0,75.0,notExplicit,,3,233920,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/06/13/68/06136804-1821-16b9-05b1-bf070c300dc8/mzaf_17172662541789520854.plus.aac.p.m4a,63816246,Daniel Powter,Daniel Powter,10,1,1,9.99,Rock,2005-06-27T07:00:00Z,USD,song
63399334,Carrie Underwood,510168338,Blown Away,73.0,,notExplicit,,2,240141,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/33/7b/66/337b66e3-3cc1-19b8-9f71-69d21270927d/mzaf_15706115625918217986.plus.aac.p.m4a,510168255,Blown Away,Blown Away,14,1,1,11.99,Country,2012-05-01T07:00:00Z,USD,song
278873078,Bruno Mars,467980717,It Will Rain,92.0,85.0,notExplicit,,3,257720,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/69/1f/cb/691fcb5e-b3af-7f68-72f2-b4490a64c6cb/mzaf_3720175389448293309.plus.aac.p.m4a,467980710,"The Twilight Saga: Breaking Dawn, Pt. 1 (Original Motion Picture Soundtrack) [Deluxe Version]","The Twilight Saga: Breaking Dawn, Pt. 1 (Original Motion Picture Soundtrack) [Deluxe Version]",18,1,1,14.99,Soundtrack,2011-09-27T07:00:00Z,USD,song
183313439,Ed Sheeran,1193701392,Shape of You,91.0,88.0,notExplicit,,4,233713,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/1b/58/57/1b5857b8-e22a-7eb0-5f63-5c9f6832ed74/mzaf_9687830336732132546.plus.aac.p.m4a,1193701079,÷ (Deluxe),÷ (Deluxe),16,1,1,12.99,Pop,2017-01-06T08:00:00Z,USD,song
1419227,Beyoncé,780330308,Drunk in Love (feat. Jay Z),86.0,,explicit,Explicit,3,323486,1.29,False,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/62/b8/3d/62b83d23-76b2-e662-3a05-0e7e9a8c1859/mzaf_17923547908440223776.plus.aac.p.m4a,780330041,BEYONCÉ,BEYONCÉ,14,1,1,15.99,Pop,2013-12-13T08:00:00Z,USD,song
255303209,Flo Rida,275496141,Low (feat. T-Pain),81.0,84.0,notExplicit,,5,231400,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/29/cd/85/29cd85b5-ebc0-e723-25bf-a327a7f9aee8/mzaf_10292750635246506192.plus.aac.p.m4a,275496110,Mail On Sunday,Mail On Sunday,14,1,1,9.99,Hip-Hop/Rap,2007-10-09T07:00:00Z,USD,song
217005,Britney Spears,296667984,Circus,84.0,78.0,notExplicit,,2,192360,1.29,False,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/90/ef/9b/90ef9b0f-6dd0-c03b-8356-c6beb01181dd/mzaf_11791797891930429273.plus.aac.p.m4a,296667896,Circus (Deluxe Version),Circus (Deluxe Version),15,1,1,13.99,Pop,2008-11-28T08:00:00Z,USD,song
189204,Blake Shelton,606057317,Boys 'Round Here (feat. Pistol Annies & Friends),78.0,,notExplicit,,1,289773,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/2c/e0/d1/2ce0d111-c39b-12df-aa25-ab224e85f1d9/mzaf_3350819122088828091.plus.aac.p.m4a,606057263,Based On a True Story... (Deluxe Version),Based On a True Story... (Deluxe Version),14,1,1,10.99,Country,2013-03-26T07:00:00Z,USD,song
543948286,"Macklemore & Ryan Lewis, Macklemore & Ryan Lewis",560097759,Same Love (feat. Mary Lambert),,,notExplicit,,5,320035,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/48/6e/2a/486e2a16-d4a1-4233-90c6-d2b7170c5916/mzaf_18229681640592340262.plus.aac.p.m4a,560097651,The Heist (Deluxe Edition),The Heist (Deluxe Edition),18,1,1,11.99,Hip-Hop/Rap,2012-07-18T07:00:00Z,USD,song
348580754,Meghan Trainor,929825624,Lips Are Movin,81.0,,notExplicit,,11,182114,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/6e/cd/22/6ecd22e3-e790-2cac-4a49-78170d882b05/mzaf_243012676973949356.plus.aac.p.m4a,929825574,Title (Deluxe Edition),Title (Deluxe Edition),15,1,1,12.99,Pop,2014-10-21T07:00:00Z,USD,song
348580754,Meghan Trainor,929825624,Lips Are Movin,81.0,,notExplicit,,11,182114,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/6e/cd/22/6ecd22e3-e790-2cac-4a49-78170d882b05/mzaf_243012676973949356.plus.aac.p.m4a,929825574,Title (Deluxe Edition),Title (Deluxe Edition),15,1,1,12.99,Pop,2014-10-21T07:00:00Z,USD,song
80456331,Panic! At the Disco,80456409,I Write Sins Not Tragedies,,,notExplicit,,10,186635,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/91/c1/13/91c11394-7357-5807-bd99-b3109eaf43bc/mzaf_9003654864131597490.plus.aac.p.m4a,80456435,A Fever You Can't Sweat Out,A Fever You Can't Sweat Out,13,1,1,9.99,Alternative,2005-09-27T07:00:00Z,USD,song
1883858,Shinedown,279812225,Second Chance,73.0,72.0,notExplicit,,3,222067,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/bf/af/da/bfafda28-7c01-7235-9557-9dee37b5e8be/mzaf_554073522771770167.plus.aac.p.m4a,279812117,The Sound of Madness (Bonus Track Version),The Sound of Madness (Bonus Track Version),14,1,1,10.99,Hard Rock,2008-06-24T07:00:00Z,USD,song
277228393,The Script,289076747,Breakeven (Falling to Pieces),77.0,82.0,notExplicit,,5,261427,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/43/47/8e/43478e3a-903d-0b9a-91c1-1511bd05c6a8/mzaf_6066408931326681505.plus.aac.p.m4a,289076742,The Script (Deluxe),The Script (Deluxe),11,1,1,9.99,Pop,2008-08-08T07:00:00Z,USD,song
28721078,Sia,882945383,Chandelier,89.0,82.0,notExplicit,,1,216120,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/42/18/1d/42181d34-d6aa-71de-4ec9-c4f9efe78690/mzaf_18195570915402914768.plus.aac.p.m4a,882945378,1000 Forms of Fear,1000 Forms of Fear,12,1,1,9.99,Pop,2014-03-17T07:00:00Z,USD,song
259118085,Jason Derulo,353554373,Ridin' Solo,78.0,66.0,notExplicit,,2,215747,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/8a/58/09/8a5809ce-3991-8c48-29bf-946df0a0ca22/mzaf_3911248908699649435.plus.aac.p.m4a,353554371,Jason Derulo,Jason Derulo,10,1,1,9.99,Pop,2010-02-26T08:00:00Z,USD,song
199181208,Jordin Sparks & Chris Brown,267908376,No Air,,,notExplicit,,3,264373,1.29,False,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/8c/fc/7e/8cfc7e77-f4c5-c1b6-5c10-0803dc0f2978/mzaf_4723270845514924534.plus.aac.p.m4a,267908334,Jordin Sparks,Jordin Sparks,13,1,1,9.99,Pop,2007-11-20T08:00:00Z,USD,song
259760619,Sean Kingston,312051360,Fire Burning,73.0,73.0,notExplicit,,1,243133,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/51/ce/14/51ce1430-c803-884a-09fa-83bc46f2ea6d/mzaf_10474753510921903686.plus.aac.p.m4a,312051338,Fire Burning - Single,Fire Burning - Single,1,1,1,1.29,Pop,2009-04-24T07:00:00Z,USD,song
255303209,Flo Rida,378650466,"Club Can't Handle Me (feat. David Guetta) [From ""Step Up 3D""]",81.0,,notExplicit,,1,232616,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/03/a2/30/03a2307e-29fe-1b74-94b1-1e42dc2a6844/mzaf_1369422093585124914.plus.aac.p.m4a,378650465,Club Can't Handle Me - Single,Club Can't Handle Me - Single,2,1,1,1.99,Hip-Hop/Rap,2010-06-28T07:00:00Z,USD,song
183313439,Ed Sheeran,448213995,The A Team,91.0,,notExplicit,,1,258373,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/67/65/39/676539a0-b904-2da4-56a1-12f017592cdb/mzaf_2009054974100173925.plus.aac.p.m4a,448213992,+ (Deluxe Version),+ (Deluxe Version),16,1,1,11.99,Pop,2010-02-07T08:00:00Z,USD,song
27044968,Pitbull,305395272,I Know You Want Me (Calle Ocho) [More English Extended Mix],86.0,74.0,notExplicit,,4,266266,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d1/88/0e/d1880ea0-b235-eb74-6608-53d1e6f9fcf9/mzaf_17008614638000179816.plus.aac.p.m4a,305395260,I Know You Want Me (Calle Ocho) - EP,I Know You Want Me (Calle Ocho) - EP,4,1,1,2.99,Hip-Hop/Rap,2009-02-24T08:00:00Z,USD,song
255303209,Flo Rida,308842100,Right Round (feat. Ke$ha),81.0,,notExplicit,,5,204640,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/b7/9e/aa/b79eaaf3-9faf-3cff-aea0-b3cf86d8f2cd/mzaf_5319606763294374300.plus.aac.p.m4a,308841964,R.O.O.T.S. (Deluxe Version),R.O.O.T.S. (Deluxe Version),14,1,1,11.99,Hip-Hop/Rap,2009-01-27T08:00:00Z,USD,song
255303209,Flo Rida,971238507,My House,81.0,75.0,notExplicit,,2,192191,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/46/04/da/4604da8f-bd4f-aa4c-10b1-aeb614fe1b22/mzaf_13558591348488345494.plus.aac.p.m4a,971238498,My House,My House,7,1,1,8.99,Hip-Hop/Rap,2015-04-07T07:00:00Z,USD,song
260388828,3OH!3,281750089,Don't Trust Me,64.0,,explicit,Explicit,3,192573,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/50/8a/90/508a90aa-6db4-94f2-49bf-7d39db6f3fa4/mzaf_4610648778920191919.plus.aac.p.m4a,281750061,Want,Want,12,1,1,9.99,Alternative,2008-06-01T07:00:00Z,USD,song
348580754,Meghan Trainor,929825615,All About That Bass,81.0,65.0,explicit,Explicit,2,191489,1.29,True,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/fb/b2/5b/fbb25b78-d658-58e0-53fa-0d3afa68639a/mzaf_2808392265527384044.plus.aac.p.m4a,929825574,Title (Deluxe Edition),Title (Deluxe Edition),15,1,1,12.99,Pop,2014-06-30T07:00:00Z,USD,song
